pl_name;Nombre_etoile;Nombre_planete;Méthode ;Orbite;Rayon;Masse terrienne;Eccentricité;Insolation;pl_eqt;Inclinaison;Température_etoile;Masse_etoile;Luminosité;Distance
CoRoT-12 b;1;1;Transit;2.82804200;16.141;290.81445;0.050000;;;85.480;5675.00;1.08;;1126.3700000
CoRoT-13 b;1;1;Transit;4.03519000;14.034;416.99296;;;1432;85.270;5945.00;1.09;;1148.9300000
CoRoT-13 b;1;1;Transit;4.03504444;12.533;;;546.53;1233;;5945.00;;;1148.9300000
CoRoT-13 b;1;1;Transit;4.03519000;9.920;423.03173;0.067000;;;88.020;5945.00;1.09;;1148.9300000
CoRoT-13 b;1;1;Transit;4.03515000;;;;;;;5945.00;1.09;;1148.9300000
CoRoT-13 b;1;1;Transit;4.03519000;9.920;415.70400;0.000000;;1700;88.020;5945.00;1.09;;1148.9300000
CoRoT-14 b;1;1;Transit;1.51214000;12.220;2415.40000;0.000000;;1952;79.600;6035.00;1.13;;1744.6000000
CoRoT-14 b;1;1;Transit;1.51214000;12.218;2358.29860;0.036000;;;79.600;6040.00;1.13;;1744.6000000
CoRoT-14 b;1;1;Transit;1.51214000;11.411;2437.75610;;;1936;79.700;6035.00;1.12;;1744.6000000
CoRoT-16 b;1;1;Transit;5.35227000;13.115;168.13207;0.370000;;;85.010;5650.00;1.10;;732.4090000
CoRoT-16 b;1;1;Transit;5.35227000;13.110;170.03200;0.330000;;;85.010;5650.00;1.10;;732.4090000
CoRoT-17 b;1;1;Transit;3.76810000;11.287;781.86180;;;1610;89.300;5740.00;1.04;;1176.1200000
CoRoT-17 b;1;1;Transit;3.76810000;11.433;765.97030;0.081000;;;88.300;5740.00;1.04;;1176.1200000
CoRoT-17 b;1;1;Transit;3.76810000;11.430;772.29000;0.000000;;1626;88.340;5740.00;1.04;;1176.1200000
CoRoT-18 b;1;1;Transit;1.90007690;;;;;;;5440.00;0.95;;764.8890000
CoRoT-18 b;1;1;Transit;1.90006930;14.684;1099.69180;0.025000;;;86.500;5440.00;0.95;;764.8890000
CoRoT-18 b;1;1;Transit;1.90009000;12.846;1048.83900;;;1487;89.900;;0.88;-0.170;764.8890000
CoRoT-18 b;1;1;Transit;1.90008625;15.050;;;823.70;1366;;5440.00;;;764.8890000
CoRoT-18 b;1;1;Transit;1.90006930;14.022;1039.30410;;;1490;86.800;5440.00;0.86;;764.8890000
CoRoT-18 b;1;1;Transit;1.90006930;14.680;1102.82000;0.080000;;1550;86.500;5440.00;0.95;;764.8890000
CoRoT-19 b;1;1;Transit;3.89713000;13.339;346.43470;;;1630;89.700;6090.00;1.18;;790.6630000
CoRoT-19 b;1;1;Transit;3.89713000;14.460;367.09365;0.056000;;;88.000;6090.00;1.21;;790.6630000
CoRoT-19 b;1;1;Transit;3.89713000;14.460;352.78000;0.047000;;2000;88.000;6090.00;1.21;0.544;790.6630000
CoRoT-19 b;1;1;Transit;3.89713100;;;;;;;6090.00;1.21;0.544;790.6630000
CoRoT-19 b;1;1;Transit;3.89712026;13.493;;;1103.81;1470;;6090.00;;;790.6630000
CoRoT-19 b;1;1;Transit;3.89713790;;;;;;88.000;6090.00;1.21;0.544;790.6630000
CoRoT-2 b;2;1;Transit;1.74299700;;;;;;;5696.00;;;213.2830000
CoRoT-2 b;2;1;Transit;1.74299350;16.365;1134.65310;;;1521;87.450;5598.00;1.00;;213.2830000
CoRoT-2 b;2;1;Transit;1.74299350;16.477;1150.54460;;;1548;87.450;5696.00;1.02;;213.2830000
CoRoT-2 b;2;1;Transit;1.74299673;;;;;;;5529.00;0.97;-0.131;213.2830000
CoRoT-2 b;2;1;Transit;1.74299609;16.533;;;;;88.270;5575.00;;;213.2830000
CoRoT-2 b;2;1;Transit;1.74299906;;;;;;;;;;213.2830000
CoRoT-2 b;2;1;Transit;1.74299705;;;;;;87.840;5696.00;;;213.2830000
CoRoT-2 b;2;1;Transit;1.74299350;16.432;1102.82000;0.014300;;;88.080;5625.00;0.96;;213.2830000
CoRoT-2 b;2;1;Transit;1.74301433;16.923;;;932.91;1410;;5529.00;;;213.2830000
CoRoT-2 b;2;1;Transit;1.74299673;16.432;1048.83900;0.024000;;;88.080;5625.00;0.97;;213.2830000
CoRoT-2 b;2;1;Transit;1.74299750;15.850;1052.01730;0.000000;;1535;88.070;5625.00;0.97;;213.2830000
CoRoT-2 b;2;1;Transit;1.74299640;16.421;1051.97300;0.000000;;;87.840;;;;213.2830000
CoRoT-20 b;1;2;Transit;9.24285000;9.420;1347.54000;0.562000;;1002;88.210;5880.00;1.14;;844.0610000
CoRoT-20 b;1;2;Transit;9.24285000;9.416;1344.42090;0.575000;;;88.210;5880.00;1.14;;844.0610000
CoRoT-20 b;1;2;Transit;9.24285000;;1366.66900;0.590000;;;88.210;;1.14;;844.0610000
CoRoT-20 b;1;2;Transit;9.24323029;15.397;;;180.87;935;;5880.00;;;844.0610000
CoRoT-20 b;1;2;Transit;9.24318000;11.209;1315.81620;;;1024;85.900;;1.10;0.170;844.0610000
CoRoT-20 b;1;2;Transit;9.24285000;13.002;1608.21980;;;1100;83.500;5880.00;1.11;;844.0610000
CoRoT-20 c;1;2;Radial Velocity;1675.00000000;;;0.600000;;;;;1.14;;844.0610000
CoRoT-21 b;1;1;Transit;2.72474000;14.572;718.29580;0.000000;;;86.800;6200.00;1.29;;
CoRoT-21 b;1;1;Transit;2.72474000;14.572;705.58260;0.390000;;;86.800;6200.00;1.29;;
CoRoT-22 b;1;1;Transit;9.75598000;4.880;12.20000;0.077000;;885;89.749;5939.00;1.10;;627.1580000
CoRoT-23 b;1;1;Transit;3.63130000;11.770;889.90000;0.160000;;1660;85.700;5900.00;1.14;;1060.9700000
CoRoT-23 b;1;1;Transit;3.63130000;13.227;972.55980;;;1710;84.700;5900.00;1.12;;1060.9700000
CoRoT-23 b;1;1;Transit;3.63130000;11.769;982.09470;0.160000;;;85.700;5900.00;1.14;;1060.9700000
CoRoT-24 b;1;2;Transit;5.11340000;3.700;5.70000;0.000000;;1070;86.500;4950.00;0.91;;591.5550000
CoRoT-24 c;1;2;Transit;11.75900000;5.000;28.00000;0.000000;;850;89.000;4950.00;0.91;;591.5550000
CoRoT-25 b;1;1;Transit;4.86069000;12.106;93.12419;0.220000;;;84.500;6040.00;1.09;;1103.4800000
CoRoT-25 b;1;1;Transit;4.86069000;12.110;85.81000;0.000000;;1330;84.500;6040.00;1.09;;1103.4800000
CoRoT-26 b;1;1;Transit;4.20474000;14.120;165.26000;0.000000;;1600;86.800;5590.00;1.09;;1045.1800000
CoRoT-26 b;1;1;Transit;4.20474000;14.123;184.34140;0.410000;;;86.800;5590.00;1.09;;1045.1800000
CoRoT-27 b;1;1;Transit;3.57532000;11.287;3302.11000;0.065000;;1500;86.700;5900.00;1.05;;1010.2800000
CoRoT-27 b;1;1;Transit;3.57532000;11.287;3273.64900;0.034000;;;86.700;5900.00;1.05;;1010.2800000
CoRoT-28 b;1;1;Transit;5.20851000;10.705;153.82972;0.047000;;;88.100;5150.00;1.01;;766.1830000
CoRoT-28 b;1;1;Transit;5.20851000;10.705;152.87623;0.071000;;;88.100;5150.00;1.01;;766.1830000
CoRoT-29 b;1;1;Transit;2.85057000;10.088;266.97720;0.120000;;;87.300;5260.00;0.97;;806.5070000
CoRoT-29 b;1;1;Transit;2.85057000;10.088;270.15550;0.082000;;;87.300;5260.00;0.97;;806.5070000
CoRoT-29 b;1;1;Transit;2.85056150;;;;;;85.800;5268.00;0.90;-0.094;806.5070000
CoRoT-3 b;1;1;Transit;4.25679940;11.624;6979.54680;;;1695;85.800;6740.00;1.40;;768.7710000
CoRoT-3 b;1;1;Transit;;;;;;;;6558.00;1.41;;768.7710000
CoRoT-3 b;1;1;Transit;4.25679940;11.321;6814.27520;0.016000;;;85.900;6740.00;1.37;;768.7710000
CoRoT-3 b;1;1;Transit;4.25679940;11.135;6747.53090;0.008000;;;86.100;;1.36;;768.7710000
CoRoT-3 b;1;1;Transit;4.25680000;11.320;6883.91000;0.000000;;;85.900;6740.00;1.37;;768.7710000
CoRoT-30 b;1;1;Transit;9.06005000;11.310;921.70700;0.007000;;;90.000;5650.00;0.98;;1032.2300000
CoRoT-31 b;1;1;Transit;4.62941000;16.365;266.97720;0.020000;;;83.200;5700.00;1.25;;2005.7600000
CoRoT-35 b;1;1;Transit;3.22748000;18.831;349.61125;0.000000;;1747;84.100;6390.00;1.01;;1123.2100000
CoRoT-36 b;1;1;Transit;5.61653100;15.805;216.12332;0.000000;;1567;85.830;6730.00;1.32;;925.9580000
CoRoT-4 b;1;1;Transit;9.20205000;13.340;228.83000;0.000000;;1074;90.000;6190.00;1.16;;726.4120000
CoRoT-4 b;1;1;Transit;9.20205000;13.339;223.43449;0.140000;;;90.000;6190.00;1.16;;726.4120000
CoRoT-4 b;1;1;Transit;9.20205000;13.002;232.33373;;;1058;89.960;6190.00;1.19;;726.4120000
CoRoT-4 b;1;1;Transit;9.20164964;13.437;;;203.95;964;;6190.00;;;726.4120000
CoRoT-5 b;1;1;Transit;4.03789620;15.558;151.92274;0.087000;;;85.830;6100.00;1.00;;882.4720000
CoRoT-5 b;1;1;Transit;4.03791560;14.079;145.88397;;;1397;85.680;;0.99;0.180;882.4720000
CoRoT-5 b;1;1;Transit;4.03791560;;;;;;;;;;882.4720000
CoRoT-5 b;1;1;Transit;4.03789620;13.249;149.38010;;;1348;86.240;6100.00;1.02;;882.4720000
CoRoT-5 b;1;1;Transit;4.03790124;18.383;;;786.29;1351;;6100.00;;;882.4720000
CoRoT-5 b;1;1;Transit;4.03789620;15.558;148.42000;0.090000;;1438;85.830;6100.00;1.00;;882.4720000
CoRoT-6 b;1;1;Transit;8.88659300;13.283;940.77680;;;1025;88.880;6090.00;1.05;;645.2940000
CoRoT-6 b;1;1;Transit;8.88659300;13.068;940.74000;0.100000;;1017;89.070;6090.00;1.05;;645.2940000
CoRoT-6 b;1;1;Transit;8.88659300;13.070;937.59850;0.180000;;;89.070;6090.00;1.05;;645.2940000
CoRoT-6 b;1;1;Transit;8.88662870;;;;;;;;;;645.2940000
CoRoT-7 b;1;3;Transit;0.85359159;1.585;5.74000;0.000000;;1756;80.780;5259.00;0.91;;159.9060000
CoRoT-7 b;1;3;Transit;0.85400000;1.580;4.60000;;;;;5313.00;0.88;;159.9060000
CoRoT-7 b;1;3;Transit;0.85358500;;4.80000;0.000000;;;80.000;5256.00;0.90;-0.289;159.9060000
CoRoT-7 b;1;3;Transit;0.85359165;;4.73000;0.120000;;;;5256.00;0.90;-0.289;159.9060000
CoRoT-7 b;1;3;Transit;0.85358500;1.861;6.99226;;;1910;79.600;5250.00;0.88;;159.9060000
CoRoT-7 b;1;3;Transit;0.85350000;1.528;6.05600;;;;80.980;5250.00;0.92;;159.9060000
CoRoT-7 b;1;3;Transit;0.85358500;1.680;21.00000;;;;80.100;5275.00;0.93;;159.9060000
CoRoT-7 b;1;3;Transit;0.85359163;1.681;4.07661;0.000000;;;80.100;5275.00;0.82;;159.9060000
CoRoT-7 c;1;3;Radial Velocity;3.70000000;;13.56000;0.120000;;;;5256.00;0.90;-0.289;159.9060000
CoRoT-7 c;1;3;Radial Velocity;3.69800000;;8.40000;0.000000;;;80.000;5256.00;0.90;-0.289;159.9060000
CoRoT-7 c;1;3;Radial Velocity;3.69700000;;13.28900;;;;;5250.00;0.92;;159.9060000
CoRoT-7 d;1;3;Radial Velocity;8.96600000;;17.14200;;;;;5250.00;0.92;;159.9060000
CoRoT-8 b;1;1;Transit;6.21229000;6.390;69.92000;0.000000;;;88.400;5080.00;0.88;;322.0370000
CoRoT-8 b;1;1;Transit;6.21238100;6.389;69.28694;0.190000;;;88.400;5080.00;0.88;;322.0370000
CoRoT-8 b;1;1;Transit;6.21244500;6.938;69.28694;;;870;88.180;;0.89;-0.400;322.0370000
CoRoT-8 b;1;1;Transit;6.21229000;7.981;68.65128;;;922;87.440;5080.00;0.88;;322.0370000
CoRoT-9 b;2;1;Transit;95.27380000;11.624;262.52758;;;413;89.970;5625.00;0.96;;412.9800000
CoRoT-9 b;2;1;Transit;95.27265600;11.949;268.88418;0.134000;;;89.900;5625.00;0.96;;412.9800000
CoRoT-9 b;2;1;Transit;95.27380000;11.770;266.97000;0.110000;;;89.990;5625.00;0.99;;412.9800000
CoRoT-9 b;2;1;Transit;95.27272500;;;;;;;;;;412.9800000
CoRoT-9 b;2;1;Transit;95.27265600;11.949;266.97720;0.133000;;420;89.900;5625.00;0.96;;412.9800000
CoRoTID 223977153 b;1;1;Transit;6.71836780;;;;;;;5970.00;1.08;-0.155;576.6830000
CoRoTID 223977153 b;1;1;Transit;6.71837000;6.389;47.67450;;132.26;938;89.000;5970.00;1.08;-0.155;576.6830000
DE CVn b;2;1;Eclipse Timing Variations;4098.10000000;;;0.000000;;;86.000;;0.51;;30.5225000
DENIS-P J082303.1-491201 b;1;1;Astrometry;246.36000000;;9057.77000;0.345000;;;56.600;;0.07;;
DH Tau b;1;1;Imaging;;;3496.00000;;;;;;0.33;;134.8460000
DH Tau b;1;1;Imaging;;30.264;3496.13000;;;2200;;4371.00;0.68;-0.212;134.8460000
DMPP-1 b;1;4;Radial Velocity;18.57000000;;;0.083000;;877;;6196.00;1.21;;62.5388000
DMPP-1 c;1;4;Radial Velocity;6.58400000;;;0.057000;;1239;;6196.00;1.21;;62.5388000
DMPP-1 d;1;4;Radial Velocity;2.88200000;;;0.070000;;1632;;6196.00;1.21;;62.5388000
DMPP-1 e;1;4;Radial Velocity;5.51600000;;;0.070000;;1314;;6196.00;1.21;;62.5388000
DMPP-2 b;1;1;Radial Velocity;5.20720000;;;0.078000;;1000;;6500.00;1.44;0.104;137.9400000
DMPP-3 A b;2;1;Radial Velocity;6.67320000;;;0.140000;;854;;5138.00;0.87;;45.2300000
DMPP-3 A b;2;1;Radial Velocity;6.67360000;;;0.000000;;854;;;;;45.2300000
DMPP-4 b;1;1;Radial Velocity;3.49820000;;;0.063000;;;;6400.00;1.25;0.459;25.3284000
DP Leo b;2;1;Eclipse Timing Variations;8693.00000000;;1995.88832;;;;;;;;305.6840000
DP Leo b;2;1;Eclipse Timing Variations;10220.00000000;;;0.390000;;;;;0.69;;305.6840000
DS Tuc A b;2;1;Transit;8.13822218;6.176;;;115.83;837;;5414.00;;;44.0622000
DS Tuc A b;2;1;Transit;8.13870000;5.630;413.17900;;;;88.830;5542.00;0.96;;44.0622000
DS Tuc A b;2;1;Transit;8.13826800;5.700;;0.000000;;850;89.500;5428.00;1.01;-0.140;44.0622000
EPIC 201170410.02;1;1;Transit;6.79870000;1.047;;0.000000;;;89.002;3648.00;0.29;;
EPIC 201238110 b;1;1;Transit;28.16560000;1.870;;;;;;;0.41;;159.2590000
EPIC 201238110 b;1;1;Transit;28.16960000;2.200;;;;;;;;;159.2590000
EPIC 201427007 b;1;1;Transit;0.72091000;1.500;;;;;88.500;5633.00;;;706.3910000
EPIC 201497682 b;1;1;Transit;2.13174000;0.692;;;;;;;0.78;;253.0260000
EPIC 201595106 b;1;1;Transit;0.87718300;1.406;;;;;84.701;5705.00;;;232.1000000
EPIC 201595106 b;1;1;Transit;0.87721400;1.300;;;;;89.200;5820.00;;;232.1000000
EPIC 201595106 b;1;1;Transit;0.87703000;1.200;;;;1874;;5711.17;1.02;-0.026;232.1000000
EPIC 201615463 c;1;2;Transit;3.80464000;1.220;;;;;;;1.07;;476.8820000
EPIC 201754305 d;1;3;Transit;2.71578000;1.030;;;;;;;0.67;;334.9670000
EPIC 201757695.02;1;1;Transit;2.04780000;0.908;;0.000000;;;89.276;4520.00;0.73;-0.364;
EPIC 201833600 c;1;2;Transit;3.96151000;1.000;;;;;;;0.61;;257.4430000
EPIC 201833600 c;1;2;Transit;3.96165000;1.480;;;;;;;;;257.4430000
EPIC 201841433 b;1;1;Transit;4.16888000;1.410;;;;;;;;;436.4880000
EPIC 201841433 b;1;1;Transit;4.16959000;1.100;;;;;;;0.80;;436.4880000
EPIC 201841433 b;1;1;Transit;4.16980000;1.040;;;;;89.001;5053.00;0.80;;436.4880000
EPIC 205950854 c;1;2;Transit;8.04680000;1.180;;;;;;;0.91;;243.9350000
EPIC 205950854 c;1;2;Transit;8.05160000;1.620;;;;;;;;;243.9350000
EPIC 205950854 c;1;2;Transit;8.05072200;1.310;;;;961;89.810;5502.70;0.88;;243.9350000
EPIC 206024342 b;1;3;Transit;4.50756000;1.700;;;;;;;0.93;;369.8880000
EPIC 206024342 b;1;3;Transit;4.50717000;1.440;;;;;;;;;369.8880000
EPIC 206024342 c;1;3;Transit;0.91165670;1.350;;;;;;5648.00;;;369.8880000
EPIC 206024342 c;1;3;Transit;0.91172400;1.400;;;;;91.700;5724.00;;;369.8880000
EPIC 206024342 c;1;3;Transit;0.91161800;1.160;;;;;;;;;369.8880000
EPIC 206024342 d;1;3;Transit;14.64350000;2.520;;;;;;;;;369.8880000
EPIC 206024342 d;1;3;Transit;14.64154100;2.940;;;;;;5648.00;;;369.8880000
EPIC 206024342 d;1;3;Transit;14.64753100;2.600;;;;;90.000;5724.00;;;369.8880000
EPIC 206024342 d;1;3;Transit;14.63700000;4.000;;;;;;6438.00;;;369.8880000
EPIC 206032309 b;1;1;Transit;2.87814000;1.010;;;;;;;0.22;;161.3650000
EPIC 206042996 b;1;2;Transit;5.29860000;1.700;;;;;90.500;4114.00;;;451.7690000
EPIC 206042996 b;1;2;Transit;5.29853000;3.320;;;;;;;;;451.7690000
EPIC 206042996 b;1;2;Transit;5.29711000;1.620;;;;;;;0.56;;451.7690000
EPIC 206042996 c;1;2;Transit;0.35490972;1.450;;;;;;3893.00;;;451.7690000
EPIC 206042996 c;1;2;Transit;0.35488400;1.200;;;;;89.900;4114.00;;;451.7690000
EPIC 206215704 b;1;1;Transit;2.25372000;0.900;;;;;;;0.41;;109.8880000
EPIC 206215704 b;1;1;Transit;2.25558000;2.000;;;;;;;;;109.8880000
EPIC 206215704 b;1;1;Transit;2.25543600;1.000;;;;;89.900;3297.00;;;109.8880000
EPIC 206317286 b;1;2;Transit;1.58252000;0.960;;;;;;;0.71;;314.3500000
EPIC 206317286 b;1;2;Transit;1.58316000;1.220;;;;;;;;;314.3500000
EPIC 206317286 c;1;2;Transit;17.50166200;2.630;;;;;;4749.00;;;314.3500000
EPIC 206317286 c;1;2;Transit;17.51250000;2.150;;;;;;;;;314.3500000
EPIC 206317286 c;1;2;Transit;17.51547200;2.094;;;;;;4752.00;0.83;;314.3500000
EPIC 211822797 b;1;1;Transit;21.16961900;2.200;;0.180000;;;89.500;3880.00;0.61;-1.153;186.1970000
EPIC 211822797 b;1;1;Transit;21.16860000;2.180;;;;;;;;;186.1970000
EPIC 211822797 b;1;1;Transit;21.15950000;;;;;;;3811.00;0.59;-1.169;186.1970000
EPIC 211822797 b;1;1;Transit;21.16986100;1.980;;0.060000;3.50;;89.730;4148.21;0.66;;186.1970000
EPIC 211822797 b;1;1;Transit;21.17623917;;;;;;;3811.00;0.59;-1.169;186.1970000
EPIC 211822797 b;1;1;Transit;21.17019630;1.920;;;;431;;4057.00;0.62;;186.1970000
EPIC 211945201 b;1;1;Transit;19.49221000;5.760;;;;817;;6069.00;1.17;;181.6900000
EPIC 211945201 b;1;1;Transit;19.49214980;;;;;;87.900;6025.00;1.18;;181.6900000
EPIC 211945201 b;1;1;Transit;19.50735025;;;;;;;6128.00;1.16;0.373;181.6900000
EPIC 211945201 b;1;1;Transit;19.49214730;5.507;;;31.91;662;;6128.00;;;181.6900000
EPIC 211945201 b;1;1;Transit;19.49179500;5.847;;;;;89.333;6046.00;;;181.6900000
EPIC 211945201 b;1;1;Transit;19.49213000;6.120;27.00000;0.000000;;886;87.900;6025.00;1.18;;181.6900000
EPIC 211945201 b;1;1;Transit;19.49183000;5.960;;;;;;;;;181.6900000
EPIC 211945201 b;1;1;Transit;19.49100000;;;;;;;6128.00;1.16;0.373;181.6900000
EPIC 211945201 b;1;1;Transit;19.49196500;6.800;;;;;;6320.00;;;181.6900000
EPIC 211945201 b;1;1;Transit;19.49213200;6.000;;;;;;;;;181.6900000
EPIC 212297394 b;1;2;Transit;2.28896000;1.830;;;;;;;;;418.3950000
EPIC 212297394 b;1;2;Transit;2.28943000;1.323;;;;;;;0.83;;418.3950000
EPIC 212297394 b;1;2;Transit;2.28936300;1.480;;;;1149;;5171.00;0.83;;418.3950000
EPIC 212297394 c;1;2;Transit;5.21396500;2.270;;;;866;;5171.00;0.83;;418.3950000
EPIC 212297394 c;1;2;Transit;5.21378000;2.290;;;;;;;;;418.3950000
EPIC 212297394 c;1;2;Transit;5.21300000;;;;;;;5008.00;0.83;-0.467;418.3950000
EPIC 212424622 b;1;1;Transit;18.09830000;2.170;;;;;;;1.11;;611.8040000
EPIC 212424622 b;1;1;Transit;18.09710000;2.210;;;;;;;;;611.8040000
EPIC 212499991 b;1;1;Transit;34.88500000;1.600;;;;;;;0.91;;283.2900000
EPIC 212587672 b;1;2;Transit;15.28410000;1.120;;;;;;;0.95;;320.0700000
EPIC 212587672 b;1;2;Transit;15.28410000;1.390;;;;;;;;;320.0700000
EPIC 212587672 b;1;2;Transit;15.28078000;1.260;;;;756;;6004.00;0.99;;320.0700000
EPIC 212587672 c;1;2;Transit;23.22600100;2.245;;;;;89.421;5928.00;;;320.0700000
EPIC 212587672 c;1;2;Transit;23.24110566;;;;;;;6055.00;1.13;0.038;320.0700000
EPIC 212587672 c;1;2;Transit;23.22600000;;;;;;;6055.00;1.13;0.038;320.0700000
EPIC 212587672 c;1;2;Transit;23.22590000;2.310;;;;;;;;;320.0700000
EPIC 212587672 c;1;2;Transit;23.22855500;2.320;;;;658;;6004.00;0.99;;320.0700000
EPIC 212587672 c;1;2;Transit;23.22600000;2.300;;;;;;;;;320.0700000
EPIC 212624936 b;1;2;Transit;0.57865700;1.200;;;;;90.300;5765.00;;;561.9290000
EPIC 212624936 c;1;2;Transit;11.81387000;2.670;;;;;;;;;561.9290000
EPIC 212624936 c;1;2;Transit;11.81143700;2.300;;;;;90.000;5765.00;;;561.9290000
EPIC 212737443 b;1;2;Transit;13.60300000;;;;;;;4581.00;0.72;-0.751;336.2500000
EPIC 212737443 b;1;2;Transit;13.60300000;2.586;;0.200000;;536;89.071;4684.00;0.69;;336.2500000
EPIC 212737443 b;1;2;Transit;13.60697954;;;;;;;4581.00;0.72;-0.751;336.2500000
EPIC 212737443 c;1;2;Transit;65.55000000;2.690;;0.200000;;316;89.630;4684.00;0.69;;336.2500000
EPIC 220492298 b;1;1;Transit;0.76240600;0.990;;;;;92.600;5620.00;;;624.5120000
EPIC 220554210 c;1;2;Transit;0.70531000;1.600;;;;;91.300;5499.00;;;496.2890000
EPIC 220554210 c;1;2;Transit;0.70538600;1.730;;;;;;;;;496.2890000
EPIC 220554210 c;1;2;Transit;0.70531000;1.480;;;;;;;0.94;;496.2890000
EPIC 220674823 b;1;2;Transit;0.57129200;1.725;8.21000;0.000000;4670.00;2300;86.400;5532.00;0.95;;244.5900000
EPIC 220674823 b;1;2;Transit;0.57130800;1.460;;0.000000;;;80.200;5590.00;0.93;-0.119;244.5900000
EPIC 220674823 b;1;2;Transit;0.57133100;1.820;;;;2119;;5617.00;0.97;;244.5900000
EPIC 220674823 b;1;2;Transit;0.57129900;1.669;;;;;79.528;5590.00;0.97;;244.5900000
EPIC 220674823 b;1;2;Transit;0.57121200;1.600;;;;;89.700;5613.00;;;244.5900000
EPIC 220674823 b;1;2;Transit;0.57129200;1.520;8.36000;0.000000;;2333;86.400;5470.00;0.94;;244.5900000
EPIC 220674823 b;1;2;Transit;0.57100000;1.712;7.72000;;;;;5496.00;0.90;;244.5900000
EPIC 220674823 b;1;2;Transit;0.57133600;1.820;9.00000;;4293.00;2063;80.200;5496.00;0.92;;244.5900000
EPIC 220674823 b;1;2;Transit;0.57128500;1.816;;;;;;;;;244.5900000
EPIC 220674823 b;1;2;Transit;0.57133600;1.800;;;;;;;;;244.5900000
EPIC 220674823 c;1;2;Transit;13.33868700;2.800;;;;;;;;;244.5900000
EPIC 220674823 c;1;2;Transit;13.33461500;2.200;;;;;90.200;5613.00;;;244.5900000
EPIC 220674823 c;1;2;Transit;13.33974600;2.705;;;;;88.630;5590.00;0.97;;244.5900000
EPIC 220674823 c;1;2;Transit;13.33877000;3.790;;;;;;;;;244.5900000
EPIC 220674823 c;1;2;Transit;13.34124500;2.530;;0.000000;;;87.200;5590.00;0.93;-0.119;244.5900000
EPIC 220674823 c;1;2;Transit;13.33907900;2.730;;;;741;;5617.00;0.97;;244.5900000
EPIC 220674823 c;1;2;Transit;13.33970000;2.836;8.90000;0.130000;70.00;805;89.350;5532.00;0.95;;244.5900000
EPIC 220674823 c;1;2;Transit;13.33870000;2.770;5.70000;;64.00;722;89.000;5496.00;0.92;;244.5900000
EPIC 220674823 c;1;2;Transit;13.33970000;2.500;5.80000;0.180000;;774;89.350;5470.00;0.94;;244.5900000
EPIC 228836835 b;1;1;Transit;0.72811300;1.100;;;;;89.700;3782.00;;;150.1240000
EPIC 228836835 b;1;1;Transit;0.72813000;1.270;;;;932;;3506.00;0.42;-1.612;150.1240000
EPIC 229004835 b;1;1;Transit;16.14044200;2.060;;;;;89.442;5870.00;;;121.9710000
EPIC 229004835 b;1;1;Transit;16.13655000;2.020;;;;739;;5886.00;1.07;0.030;121.9710000
EPIC 229004835 b;1;1;Transit;16.14113200;2.332;10.40000;0.230000;69.70;804;88.080;5868.00;0.97;;121.9710000
EPIC 246851721 b;2;1;Transit;6.18023500;11.781;953.49000;;642.00;1401;86.210;6202.00;1.32;0.526;372.6320000
EPIC 246851721 b;2;1;Transit;6.18026790;;;;;;86.210;6202.00;1.32;0.526;372.6320000
EPIC 246851721 b;2;1;Transit;6.18026750;13.274;;;519.97;1330;;6513.00;;;372.6320000
EPIC 248847494 b;1;1;Transit;3650.00000000;12.442;4131.79000;0.000000;0.19;183;89.870;4898.00;0.90;;551.8860000
EPIC 249893012 b;1;3;Transit;3.59510000;1.950;8.75000;0.060000;1037.00;1616;86.140;5430.00;1.05;;321.2960000
EPIC 249893012 c;1;3;Transit;15.62400000;3.670;14.67000;0.070000;160.00;990;87.940;5430.00;1.05;;321.2960000
EPIC 249893012 d;1;3;Transit;35.74700000;3.940;10.18000;0.150000;53.00;752;89.470;5430.00;1.05;;321.2960000
FU Tau b;1;1;Imaging;;;5085.28000;;;2375;;2838.00;0.05;-0.699;
FU Tau b;1;1;Imaging;;;6038.73973;;;2559;;;;;
G 196-3 b;1;1;Imaging;;;8263.53858;;;1670;;;;;21.7912000
G 264-012 b;1;2;Radial Velocity;2.30538000;;;;20.50;587;;3326.00;0.30;-1.972;16.0090000
G 264-012 c;1;2;Radial Velocity;8.05180000;;;;3.87;387;;3326.00;0.30;-1.972;16.0090000
G 9-40 b;1;1;Transit;5.74599450;2.061;;;4.00;393;;3413.00;;;27.9276000
G 9-40 b;1;1;Transit;5.74591200;;;;;;;3390.00;;;27.9276000
G 9-40 b;1;1;Transit;5.74599960;;;;;;88.570;3348.00;0.29;-1.971;27.9276000
G 9-40 b;1;1;Transit;5.74599820;1.900;4.00000;0.000000;6.27;441;89.030;3395.00;0.30;-1.960;27.9276000
G 9-40 b;1;1;Transit;5.74600700;2.025;11.70000;0.000000;7.20;456;88.570;3348.00;0.29;-1.971;27.9276000
GJ 1002 b;1;2;Radial Velocity;10.34650000;;;;0.67;231;;3024.00;0.12;-2.852;4.8486700
GJ 1002 c;1;2;Radial Velocity;21.20200000;;;;0.26;182;;3024.00;0.12;-2.852;4.8486700
GJ 1061 b;1;3;Radial Velocity;3.20400000;;;0.310000;3.80;;;2953.00;0.12;-2.770;3.6727800
GJ 1061 c;1;3;Radial Velocity;6.68900000;;;0.290000;1.40;;;2953.00;0.12;-2.770;3.6727800
